month,region,merchant_category,card_type,transaction_volume,avg_transaction_usd,interchange_rate,revenue_usd,acceptance_rate
2024-04-01,Asia Pacific,Retail,Debit,3242037,42.27,0.0185,2535308.63,0.9125
2024-04-01,Asia Pacific,Retail,Prepaid,877338,28.36,0.0184,457754.82,0.9036
2024-04-01,Asia Pacific,Travel,Credit,4164068,83.32,0.0219,7598570.57,0.9059
2024-04-01,Asia Pacific,Travel,Debit,3036637,41.2,0.022,2752655.83,0.9091
2024-04-01,Asia Pacific,Travel,Prepaid,799213,26.81,0.0224,480049.34,0.9166
2024-04-01,Asia Pacific,Dining,Credit,4727318,85.06,0.0196,7881278.2,0.9093
2024-04-01,Asia Pacific,Dining,Debit,3297167,43.66,0.0198,2850470.48,0.9091
2024-04-01,Asia Pacific,Dining,Prepaid,902840,27.5,0.0197,489118.46,0.9096
2024-04-01,Asia Pacific,Healthcare,Credit,4223166,81.63,0.0156,5377882.41,0.9173
2024-04-01,Asia Pacific,Healthcare,Debit,3186877,42.02,0.0162,2169337.49,0.904
2024-04-01,Asia Pacific,Healthcare,Prepaid,825481,27.83,0.0159,365277.87,0.9104
2024-04-01,Asia Pacific,E-commerce,Credit,4228809,83.15,0.0238,8369148.66,0.9083
2024-04-01,Asia Pacific,E-commerce,Debit,3184225,43.21,0.0241,3316292.48,0.9127
2024-04-01,Asia Pacific,E-commerce,Prepaid,800455,28.5,0.0234,533813.37,0.9061
2024-04-01,Asia Pacific,Fuel,Credit,4633163,88.45,0.0146,5983392.39,0.9168
2024-04-01,Asia Pacific,Fuel,Debit,3181608,40.49,0.0146,1881006.06,0.9073
2024-04-01,Asia Pacific,Fuel,Prepaid,924570,27.7,0.0147,376441.44,0.9117
2024-04-01,Latin America,Retail,Credit,2252476,83.95,0.0178,3365968.54,0.8751
2024-04-01,Latin America,Retail,Debit,1615320,43.38,0.0182,1275368.84,0.8742
2024-04-01,Latin America,Retail,Prepaid,416808,28.41,0.018,213138.79,0.8687
2024-04-01,Latin America,Travel,Credit,2058424,82.28,0.0218,3692303.65,0.865
2024-04-01,Latin America,Travel,Debit,1648419,40.85,0.022,1481487.86,0.8637
2024-04-01,Latin America,Travel,Prepaid,377413,26.88,0.0225,228286.51,0.8747
2024-04-01,Latin America,Dining,Credit,2217826,81.07,0.0199,3578040.84,0.8672
2024-04-01,Latin America,Dining,Debit,1603783,41.48,0.0191,1270694.06,0.8641
2024-04-01,Latin America,Dining,Prepaid,426260,28.87,0.0198,243621.82,0.8642
2024-04-01,Latin America,Healthcare,Credit,2083968,86.5,0.0159,2866155.06,0.8654
2024-04-01,Latin America,Healthcare,Debit,1524506,43.04,0.0158,1036805.68,0.8691
2024-04-01,Latin America,Healthcare,Prepaid,407002,28.86,0.0158,185614.69,0.8695
2024-04-01,Latin America,E-commerce,Credit,2217824,88.8,0.0238,4687269.97,0.8784
2024-04-01,Latin America,E-commerce,Debit,1528808,41.5,0.0237,1503799.12,0.8705
2024-04-01,Latin America,E-commerce,Prepaid,434999,28.84,0.0245,307399.17,0.8637
2024-04-01,Latin America,Fuel,Credit,2020762,88.18,0.0146,2601585.4,0.8709
2024-04-01,Latin America,Fuel,Debit,1440430,43.47,0.0148,926813.69,0.8663
2024-04-01,Latin America,Fuel,Prepaid,421841,29.13,0.0143,175750.97,0.8639
2024-04-01,Middle East & Africa,Retail,Credit,1302438,82.64,0.0185,1991154.81,0.8292
2024-04-01,Middle East & Africa,Retail,Debit,938262,40.12,0.0175,658814.16,0.83
2024-04-01,Middle East & Africa,Retail,Prepaid,242304,27.65,0.0185,123943.46,0.8222
2024-04-01,Middle East & Africa,Travel,Credit,1406287,86.27,0.0224,2717723.48,0.8348
2024-04-01,Middle East & Africa,Travel,Debit,905654,43.38,0.0217,852632.01,0.8333
2024-04-01,Middle East & Africa,Travel,Prepaid,238378,27.86,0.0223,148078.19,0.8218
2024-04-01,Middle East & Africa,Dining,Credit,1227028,87.85,0.0192,2069586.38,0.8308
2024-04-01,Middle East & Africa,Dining,Debit,996354,40.37,0.0195,784286.23,0.8265
2024-04-01,Middle East & Africa,Dining,Prepaid,244950,27.78,0.019,129268.62,0.8349
2024-04-01,Middle East & Africa,Healthcare,Credit,1306572,88.44,0.0156,1802706.76,0.8316
2024-04-01,Middle East & Africa,Healthcare,Debit,887016,40.92,0.016,580692.34,0.8241
2024-04-01,Middle East & Africa,Healthcare,Prepaid,250135,27.27,0.0161,109835.44,0.8286
2024-04-01,Middle East & Africa,E-commerce,Credit,1350199,89.03,0.0234,2813016.45,0.8228
2024-04-01,Middle East & Africa,E-commerce,Debit,965408,44.05,0.024,1020652.33,0.8309
2024-04-01,Middle East & Africa,E-commerce,Prepaid,248565,28.38,0.024,169301.87,0.838
2024-04-01,Middle East & Africa,Fuel,Credit,1263744,87.45,0.0141,1558296.34,0.8274
2024-04-01,Middle East & Africa,Fuel,Debit,997231,43.14,0.0146,628104.41,0.8339
2024-04-01,Middle East & Africa,Fuel,Prepaid,246220,28.13,0.0141,97654.94,0.8352
2024-05-01,North America,Retail,Credit,6010258,84.7,0.0183,9315882.42,0.9638
2024-05-01,North America,Retail,Debit,4730612,40.17,0.0183,3477093.99,0.9653
2024-05-01,North America,Retail,Prepaid,1210944,26.72,0.0178,576001.62,0.9542
2024-05-01,North America,Travel,Credit,5875161,85.13,0.0226,11303546.48,0.9694
2024-05-01,North America,Travel,Debit,4664857,43.06,0.0217,4359238.59,0.9541
2024-05-01,North America,Travel,Prepaid,1191299,29.02,0.0224,774514.55,0.9568
2024-05-01,North America,Dining,Credit,5958917,88.31,0.0193,10156349.91,0.9647
2024-05-01,North America,Dining,Debit,4925494,43.99,0.0194,4203411.64,0.9599
2024-05-01,North America,Dining,Prepaid,1218716,28.05,0.02,683796.5,0.9658
2024-05-01,North America,Healthcare,Credit,6570185,85.87,0.0156,8801323.29,0.9662
2024-05-01,North America,Healthcare,Debit,4666668,40.24,0.0158,2966756.59,0.9631
2024-05-01,North America,Healthcare,Prepaid,1181452,27.79,0.0161,528663.51,0.9636
2024-05-01,North America,E-commerce,Credit,6189253,88.15,0.0233,12711400.31,0.9572
2024-05-01,North America,E-commerce,Debit,5002225,44.02,0.0237,5218230.66,0.9686
2024-05-01,North America,E-commerce,Prepaid,1136302,27.62,0.0242,759433.76,0.9658
2024-05-01,North America,Fuel,Credit,6521829,81.96,0.0149,7964835.97,0.9621
2024-05-01,North America,Fuel,Debit,4841489,40.18,0.0141,2743049.97,0.9653
2024-05-01,North America,Fuel,Prepaid,1193124,28.19,0.0144,484302.52,0.962
2024-05-01,Europe,Retail,Credit,4891106,83.91,0.0185,7592826.29,0.9449
2024-05-01,Europe,Retail,Debit,3515817,41.57,0.0224,3273953.55,0.9428
2024-05-01,Europe,Retail,Prepaid,877767,28.66,0.0176,442758.01,0.94
2024-05-01,Europe,Travel,Credit,4668902,82.98,0.0221,8561597.87,0.9355
2024-05-01,Europe,Travel,Debit,3444850,41.1,0.0227,3213896.58,0.9478
2024-05-01,Europe,Travel,Prepaid,913112,28.99,0.0215,569088.05,0.9391
2024-05-01,Europe,Dining,Credit,5058187,81.5,0.0194,7997128.67,0.9434
2024-05-01,Europe,Dining,Debit,3666814,41.36,0.0193,2926969.35,0.9318
2024-05-01,Europe,Dining,Prepaid,920569,28.98,0.02,533632.01,0.944
2024-05-01,Europe,Healthcare,Credit,5079980,87.5,0.0161,7156128.96,0.9402
2024-05-01,Europe,Healthcare,Debit,3264214,40.48,0.0157,2074693.75,0.9455
2024-05-01,Europe,Healthcare,Prepaid,845093,27.63,0.0161,375973.86,0.9457
2024-05-01,Europe,E-commerce,Credit,4794171,81.48,0.0242,9453551.6,0.9364
2024-05-01,Europe,E-commerce,Debit,3752472,42.11,0.0243,3839613.78,0.9451
2024-05-01,Europe,E-commerce,Prepaid,961705,29.32,0.0234,659874.19,0.9427
2024-05-01,Europe,Fuel,Credit,4716821,83.68,0.0147,5802030.02,0.9471
2024-05-01,Europe,Fuel,Debit,3630533,40.66,0.0146,2155440.11,0.9488
2024-05-01,Europe,Fuel,Prepaid,904541,26.76,0.0149,360596.92,0.9329
2024-05-01,Asia Pacific,Retail,Credit,4241406,83.49,0.0176,6232619.08,0.9138
2024-05-01,Asia Pacific,Retail,Debit,3200831,43.66,0.0185,2585265.57,0.9163
2024-05-01,Asia Pacific,Retail,Prepaid,829139,28.14,0.0181,422344.04,0.9032
2024-05-01,Asia Pacific,Travel,Credit,4349046,85.02,0.022,8134808.69,0.904
2024-05-01,Asia Pacific,Travel,Debit,3513554,42.67,0.0215,3223101.06,0.914
2024-05-01,Asia Pacific,Travel,Prepaid,878127,28.18,0.0225,556739.49,0.9159
2024-05-01,Asia Pacific,Dining,Credit,4151849,86.2,0.019,6800084.2,0.9114
2024-05-01,Asia Pacific,Dining,Debit,3361033,41.65,0.0198,2771720.76,0.9125
2024-05-01,Asia Pacific,Dining,Prepaid,863328,27.41,0.0196,463829.17,0.9183
2024-05-01,Asia Pacific,Healthcare,Credit,4478465,86.57,0.0163,6319698.47,0.9063
2024-05-01,Asia Pacific,Healthcare,Debit,3057461,41.75,0.0156,1991149.93,0.9097
2024-05-01,Asia Pacific,Healthcare,Prepaid,822703,27.48,0.0161,363923.67,0.914
2024-05-01,Asia Pacific,E-commerce,Credit,4658996,89.04,0.0245,10163584.22,0.9033
2024-05-01,Asia Pacific,E-commerce,Debit,3213704,41.24,0.0241,3194071.19,0.9094
2024-05-01,Asia Pacific,E-commerce,Prepaid,831470,26.87,0.0236,527282.78,0.9062
2024-05-01,Asia Pacific,Fuel,Credit,4407479,82.86,0.0146,5331993.3,0.9166
2024-05-01,Asia Pacific,Fuel,Debit,3102998,42.33,0.0143,1878138.83,0.9066
2024-05-01,Asia Pacific,Fuel,Prepaid,899957,28.04,0.0145,365920.56,0.91
2024-05-01,Latin America,Retail,Credit,2048542,88.78,0.0175,3182877.84,0.8701
2024-05-01,Latin America,Retail,Debit,1659634,41.38,0.0177,1215622.52,0.8622
2024-05-01,Latin America,Retail,Prepaid,406068,28.43,0.0184,212433.45,0.8695
2024-05-01,Latin America,Travel,Credit,2125686,84.41,0.0225,4037294.03,0.8767
2024-05-01,Latin America,Travel,Debit,1600535,41.44,0.0223,1478964.27,0.8683
2024-05-01,Latin America,Travel,Prepaid,410969,28.15,0.0216,249876.93,0.8626
2024-05-01,Latin America,Dining,Credit,2114718,83.13,0.0198,3480671.43,0.8785
2024-05-01,Latin America,Dining,Debit,1588894,44.0,0.0191,1335165.33,0.8682
2024-05-01,Latin America,Dining,Prepaid,425575,29.23,0.0193,240075.7,0.8744
2024-05-01,Latin America,Healthcare,Credit,2011524,85.0,0.016,2735693.95,0.8621
2024-05-01,Latin America,Healthcare,Debit,1454634,41.89,0.0158,962760.66,0.8693
2024-05-01,Latin America,Healthcare,Prepaid,413309,27.52,0.016,181977.01,0.872
2024-05-01,Latin America,E-commerce,Credit,1999163,87.03,0.0247,4297690.86,0.8665
2024-05-01,Latin America,E-commerce,Debit,1503889,42.14,0.0245,1552506.38,0.8736
2024-05-01,Latin America,E-commerce,Prepaid,393381,27.63,0.0245,266306.88,0.873
2024-05-01,Latin America,Fuel,Credit,2275545,87.52,0.0146,2907753.46,0.8739
2024-05-01,Latin America,Fuel,Debit,1590783,41.89,0.0141,939667.93,0.8781
2024-05-01,Latin America,Fuel,Prepaid,424795,28.22,0.0147,176203.03,0.8739
2024-05-01,Middle East & Africa,Retail,Credit,1338450,86.1,0.0176,2028156.2,0.832
2024-05-01,Middle East & Africa,Retail,Debit,1017887,42.76,0.0176,766020.36,0.8222
2024-05-01,Middle East & Africa,Retail,Prepaid,272215,26.65,0.0176,127694.21,0.8269
2024-05-01,Middle East & Africa,Travel,Credit,1247137,84.24,0.0223,2342761.87,0.8346
2024-05-01,Middle East & Africa,Travel,Debit,1030141,42.99,0.0225,996441.61,0.8227
2024-05-01,Middle East & Africa,Travel,Prepaid,239291,27.51,0.0216,142191.26,0.8327
2024-05-01,Middle East & Africa,Dining,Credit,1326184,82.22,0.0193,2104502.26,0.8368
2024-05-01,Middle East & Africa,Dining,Debit,940850,43.14,0.0193,783396.39,0.8337
2024-05-01,Middle East & Africa,Dining,Prepaid,259824,28.31,0.0197,144896.52,0.8249
2024-05-01,Middle East & Africa,Healthcare,Credit,1267232,82.66,0.0161,1686493.24,0.8379
2024-05-01,Middle East & Africa,Healthcare,Debit,933945,40.77,0.0158,601623.98,0.8334
2024-05-01,Middle East & Africa,Healthcare,Prepaid,246564,29.21,0.0159,114531.03,0.8349
2024-05-01,Middle East & Africa,E-commerce,Credit,1272925,86.5,0.0235,2587576.86,0.828
2024-05-01,Middle East & Africa,E-commerce,Debit,1039352,43.91,0.0245,1118113.32,0.8351
2024-05-01,Middle East & Africa,E-commerce,Prepaid,245483,28.6,0.0237,166390.93,0.8274
2024-05-01,Middle East & Africa,Fuel,Credit,1308622,84.82,0.0143,1587302.33,0.8251
2024-05-01,Middle East & Africa,Fuel,Debit,971157,42.82,0.0149,619672.36,0.824
2024-05-01,Middle East & Africa,Fuel,Prepaid,258701,27.28,0.0146,103033.28,0.8328
2024-06-01,North America,Retail,Credit,6396411,81.2,0.0181,9400490.27,0.9583
2024-06-01,North America,Retail,Debit,4812956,43.14,0.0176,3654068.52,0.9505
2024-06-01,North America,Retail,Prepaid,1233861,27.74,0.0185,633190.08,0.9684
2024-06-01,North America,Travel,Credit,6750150,82.45,0.022,12243410.37,0.9689
2024-06-01,North America,Travel,Debit,4518114,43.71,0.0222,4384540.67,0.9521
2024-06-01,North America,Travel,Prepaid,1238518,28.62,0.022,779949.34,0.9684
2024-06-01,North America,Dining,Credit,6785619,88.25,0.0191,11437550.8,0.9538
2024-06-01,North America,Dining,Debit,4963488,41.57,0.0201,4147015.48,0.9599
2024-06-01,North America,Dining,Prepaid,1309505,29.19,0.02,764565.26,0.9672
2024-06-01,North America,Healthcare,Credit,5865053,81.66,0.0161,7711131.8,0.9693
2024-06-01,North America,Healthcare,Debit,4490872,42.18,0.0165,3125650.16,0.9599
2024-06-01,North America,Healthcare,Prepaid,1309887,27.91,0.0163,595920.6,0.9541
2024-06-01,North America,E-commerce,Credit,5970331,84.65,0.0235,11876738.65,0.9553
2024-06-01,North America,E-commerce,Debit,4417671,43.22,0.0243,4639772.71,0.9613
2024-06-01,North America,E-commerce,Prepaid,1274386,29.0,0.0235,868410.51,0.9676
2024-06-01,North America,Fuel,Credit,6697795,81.49,0.0145,7913883.03,0.9632
2024-06-01,North America,Fuel,Debit,4416616,41.26,0.0142,2587605.23,0.9552
2024-06-01,North America,Fuel,Prepaid,1177152,28.71,0.018,608339.6,0.9687
2024-06-01,Europe,Retail,Credit,4622330,80.85,0.0182,6801384.69,0.9429
2024-06-01,Europe,Retail,Debit,3595992,40.4,0.0175,2542148.88,0.9364
2024-06-01,Europe,Retail,Prepaid,904107,29.11,0.018,473674.28,0.9438
2024-06-01,Europe,Travel,Credit,4629229,88.54,0.0215,8811958.81,0.9361
2024-06-01,Europe,Travel,Debit,3552377,40.46,0.0216,3104626.02,0.9335
2024-06-01,Europe,Travel,Prepaid,954387,27.76,0.0221,585604.73,0.9409
2024-06-01,Europe,Dining,Credit,4751319,86.39,0.0195,8004540.72,0.9347
2024-06-01,Europe,Dining,Debit,3347449,43.57,0.0198,2887609.63,0.9321
2024-06-01,Europe,Dining,Prepaid,910178,26.82,0.0197,480872.66,0.9412
2024-06-01,Europe,Healthcare,Credit,4438881,85.05,0.016,6040190.63,0.9414
2024-06-01,Europe,Healthcare,Debit,3292967,42.09,0.0158,2189657.96,0.9328
2024-06-01,Europe,Healthcare,Prepaid,874729,26.85,0.0161,378197.52,0.9402
2024-06-01,Europe,E-commerce,Credit,5009371,85.11,0.0239,10190018.9,0.9392
2024-06-01,Europe,E-commerce,Debit,3241553,43.29,0.0208,2918733.63,0.9442
2024-06-01,Europe,E-commerce,Prepaid,902716,28.69,0.0245,634484.94,0.9415
2024-06-01,Europe,Fuel,Credit,4426303,81.29,0.0144,5181448.94,0.9493
2024-06-01,Europe,Fuel,Debit,3730959,43.82,0.0141,2305315.5,0.9312
2024-06-01,Europe,Fuel,Prepaid,904614,28.74,0.0147,382236.93,0.949
2024-06-01,Asia Pacific,Retail,Credit,4613630,89.19,0.0179,7365605.54,0.9079
2024-06-01,Asia Pacific,Retail,Debit,3489440,41.48,0.0184,2663105.32,0.9133
2024-06-01,Asia Pacific,Retail,Prepaid,889443,28.43,0.018,455161.89,0.9072
2024-06-01,Asia Pacific,Travel,Credit,4276468,85.25,0.022,8020060.52,0.9141
2024-06-01,Asia Pacific,Travel,Debit,3148420,40.0,0.0213,2682151.28,0.9063
2024-06-01,Asia Pacific,Travel,Prepaid,891067,28.09,0.0221,553153.05,0.9159
2024-06-01,Asia Pacific,Dining,Credit,4326269,83.09,0.0193,6938017.43,0.918
2024-06-01,Asia Pacific,Dining,Debit,3413218,43.3,0.019,2808042.02,0.9085
2024-06-01,Asia Pacific,Dining,Prepaid,903906,26.64,0.0199,479261.61,0.9047
2024-06-01,Asia Pacific,Healthcare,Credit,4220509,85.83,0.0156,5651119.22,0.9137
2024-06-01,Asia Pacific,Healthcare,Debit,3056691,41.59,0.0162,2059445.97,0.9052
2024-06-01,Asia Pacific,Healthcare,Prepaid,827779,26.76,0.0163,361040.87,0.9101
2024-06-01,Asia Pacific,E-commerce,Credit,4356386,86.97,0.0245,9282210.53,0.9067
2024-06-01,Asia Pacific,E-commerce,Debit,3346215,41.25,0.0242,3340099.47,0.9064
2024-06-01,Asia Pacific,E-commerce,Prepaid,817513,27.22,0.0242,538494.06,0.9064
2024-06-01,Asia Pacific,Fuel,Credit,4191699,88.23,0.0149,5510368.79,0.9175
2024-06-01,Asia Pacific,Fuel,Debit,3361015,41.98,0.0144,2031851.69,0.9186
2024-06-01,Asia Pacific,Fuel,Prepaid,928256,28.8,0.0146,390316.51,0.9067
2024-06-01,Latin America,Retail,Credit,2093195,83.95,0.0176,3092734.22,0.8744
2024-06-01,Latin America,Retail,Debit,1543830,41.16,0.0184,1169298.25,0.8736
2024-06-01,Latin America,Retail,Prepaid,427961,28.17,0.0184,221861.03,0.8781
2024-06-01,Latin America,Travel,Credit,2141046,82.81,0.0215,3812148.23,0.8648
2024-06-01,Latin America,Travel,Debit,1586792,43.46,0.0226,1558467.61,0.8629
2024-06-01,Latin America,Travel,Prepaid,422660,27.35,0.0216,249706.07,0.873
2024-06-01,Latin America,Dining,Credit,2156537,82.35,0.0199,3534031.09,0.8746
2024-06-01,Latin America,Dining,Debit,1606042,41.91,0.0196,1319369.5,0.8764
2024-06-01,Latin America,Dining,Prepaid,397095,26.64,0.02,211595.52,0.8776
2024-06-01,Latin America,Healthcare,Credit,2278454,89.25,0.0156,3172162.2,0.8696
2024-06-01,Latin America,Healthcare,Debit,1486546,40.76,0.0161,975500.0,0.8772
2024-06-01,Latin America,Healthcare,Prepaid,411399,27.67,0.0163,185521.78,0.8706
2024-06-01,Latin America,E-commerce,Credit,2073824,85.11,0.0237,4183072.84,0.87
2024-06-01,Latin America,E-commerce,Debit,1450829,41.87,0.0247,1500498.04,0.8759
2024-06-01,Latin America,E-commerce,Prepaid,435047,27.76,0.0238,287420.02,0.8711
2024-06-01,Latin America,Fuel,Credit,2026984,82.97,0.0142,2388041.41,0.8776
2024-06-01,Latin America,Fuel,Debit,1570032,40.54,0.0144,916549.89,0.867
2024-06-01,Latin America,Fuel,Prepaid,400155,28.0,0.0148,165812.65,0.8727
2024-06-01,Middle East & Africa,Retail,Credit,1365217,87.73,0.0177,2120022.96,0.8377
2024-06-01,Middle East & Africa,Retail,Debit,990968,40.61,0.018,724316.81,0.8349
2024-06-01,Middle East & Africa,Retail,Prepaid,241506,27.97,0.0182,122927.66,0.8369
2024-06-01,Middle East & Africa,Travel,Credit,1334939,81.25,0.0222,2407873.18,0.8223
2024-06-01,Middle East & Africa,Travel,Debit,1022751,42.71,0.0226,987125.53,0.8344
2024-06-01,Middle East & Africa,Travel,Prepaid,251425,27.25,0.0225,154143.72,0.8334
2024-06-01,Middle East & Africa,Dining,Credit,1221859,83.92,0.0195,1999551.5,0.832
2024-06-01,Middle East & Africa,Dining,Debit,994853,41.93,0.0196,817587.47,0.8298
2024-06-01,Middle East & Africa,Dining,Prepaid,234869,26.63,0.0196,122604.06,0.8305
2024-06-01,Middle East & Africa,Healthcare,Credit,1278208,80.9,0.0165,1706125.51,0.8352
2024-06-01,Middle East & Africa,Healthcare,Debit,995982,43.72,0.0186,809944.01,0.8235
2024-06-01,Middle East & Africa,Healthcare,Prepaid,238529,27.14,0.0157,101627.03,0.8304
2024-06-01,Middle East & Africa,E-commerce,Credit,1392875,84.12,0.0237,2777016.37,0.8279
2024-06-01,Middle East & Africa,E-commerce,Debit,954430,44.06,0.0241,1013434.19,0.8254
2024-06-01,Middle East & Africa,E-commerce,Prepaid,262508,28.43,0.0245,182848.97,0.8359
2024-06-01,Middle East & Africa,Fuel,Credit,1381073,83.97,0.0141,1635231.58,0.8309
2024-06-01,Middle East & Africa,Fuel,Debit,900180,40.62,0.0141,515568.49,0.83
2024-06-01,Middle East & Africa,Fuel,Prepaid,252303,28.18,0.0147,104531.82,0.8359
2024-07-01,North America,Retail,Credit,5976073,81.11,0.018,8725128.84,0.9545
2024-07-01,North America,Retail,Debit,4944463,41.9,0.0184,3811719.47,0.9513
2024-07-01,North America,Retail,Prepaid,1145113,29.12,0.0185,616854.44,0.9612
2024-07-01,North America,Travel,Credit,5912216,83.42,0.0226,11146670.39,0.9689
2024-07-01,North America,Travel,Debit,4734465,42.89,0.0223,4528622.53,0.958
2024-07-01,North America,Travel,Prepaid,1145622,27.27,0.0216,674890.23,0.9664
2024-07-01,North America,Dining,Credit,6276437,83.57,0.02,10490399.6,0.9649
2024-07-01,North America,Dining,Debit,4400443,42.94,0.0201,3798127.47,0.96
2024-07-01,North America,Dining,Prepaid,1322055,27.82,0.019,698908.47,0.9665
2024-07-01,North America,Healthcare,Credit,6226788,88.87,0.0163,9019630.88,0.958
2024-07-01,North America,Healthcare,Debit,4873815,41.05,0.0155,3100933.55,0.9695
2024-07-01,North America,Healthcare,Prepaid,1226952,29.24,0.0159,570335.97,0.9587
2024-07-01,North America,E-commerce,Credit,6573473,81.48,0.0242,12961424.71,0.9623
2024-07-01,North America,E-commerce,Debit,4892120,40.24,0.0243,4784213.53,0.9534
2024-07-01,North America,E-commerce,Prepaid,1270417,28.67,0.0242,881464.91,0.9565
2024-07-01,North America,Fuel,Credit,5987512,83.37,0.0141,7038445.22,0.9573
2024-07-01,North America,Fuel,Debit,4497430,40.69,0.0142,2598417.37,0.959
2024-07-01,North America,Fuel,Prepaid,1239562,26.67,0.0144,476114.38,0.9572
2024-07-01,Europe,Retail,Credit,4480293,83.51,0.0181,6771911.82,0.9378
2024-07-01,Europe,Retail,Debit,3385445,40.26,0.0179,2439476.2,0.9475
2024-07-01,Europe,Retail,Prepaid,981350,28.2,0.0185,511997.33,0.9338
2024-07-01,Europe,Travel,Credit,4700868,83.31,0.0215,8419991.4,0.9399
2024-07-01,Europe,Travel,Debit,3257364,41.67,0.0219,2972484.69,0.9397
2024-07-01,Europe,Travel,Prepaid,859214,27.29,0.0217,508828.95,0.9424
2024-07-01,Europe,Dining,Credit,4864248,81.66,0.0191,7586728.52,0.9363
2024-07-01,Europe,Dining,Debit,3753570,42.5,0.0193,3079214.04,0.9457
2024-07-01,Europe,Dining,Prepaid,896464,28.88,0.0193,499732.33,0.9468
2024-07-01,Europe,Healthcare,Credit,5155942,83.48,0.0157,6757211.38,0.9484
2024-07-01,Europe,Healthcare,Debit,3334457,43.95,0.0158,2315544.21,0.9488
2024-07-01,Europe,Healthcare,Prepaid,890847,27.97,0.0162,403724.82,0.9414
2024-07-01,Europe,E-commerce,Credit,4594818,87.69,0.0238,9589508.49,0.938
2024-07-01,Europe,E-commerce,Debit,3285728,42.39,0.0241,3356486.88,0.9409
2024-07-01,Europe,E-commerce,Prepaid,948394,29.27,0.0241,668967.49,0.9393
2024-07-01,Europe,Fuel,Credit,4952089,83.23,0.0144,5934875.33,0.9436
2024-07-01,Europe,Fuel,Debit,3680806,41.62,0.0148,2267200.71,0.94
2024-07-01,Europe,Fuel,Prepaid,941261,28.44,0.0143,382860.61,0.944
2024-07-01,Asia Pacific,Retail,Credit,4735421,89.17,0.0175,7389585.24,0.9096
2024-07-01,Asia Pacific,Retail,Debit,3255025,43.77,0.018,2564248.96,0.9135
2024-07-01,Asia Pacific,Retail,Prepaid,876478,27.61,0.0183,442798.69,0.9172
2024-07-01,Asia Pacific,Travel,Credit,4552806,81.47,0.0222,8234596.89,0.9149
2024-07-01,Asia Pacific,Travel,Debit,3390923,42.62,0.0218,3150368.57,0.9017
2024-07-01,Asia Pacific,Travel,Prepaid,937749,27.72,0.0222,577053.45,0.9146
2024-07-01,Asia Pacific,Dining,Credit,4863339,80.84,0.0194,7627122.65,0.9056
2024-07-01,Asia Pacific,Dining,Debit,3313169,42.34,0.0195,2735333.93,0.9114
2024-07-01,Asia Pacific,Dining,Prepaid,862848,28.76,0.0194,481463.69,0.9116
2024-07-01,Asia Pacific,Healthcare,Credit,4526417,80.96,0.0159,5826606.03,0.9028
2024-07-01,Asia Pacific,Healthcare,Debit,3263053,40.39,0.0164,2161299.0,0.918
2024-07-01,Asia Pacific,Healthcare,Prepaid,820498,27.87,0.0158,361366.94,0.9047
2024-07-01,Asia Pacific,E-commerce,Credit,4513715,84.47,0.024,9151041.93,0.9136
2024-07-01,Asia Pacific,E-commerce,Debit,3211686,43.3,0.0237,3296075.97,0.903
2024-07-01,Asia Pacific,E-commerce,Prepaid,919028,28.5,0.0242,633764.43,0.9039
2024-07-01,Asia Pacific,Fuel,Credit,4876507,82.23,0.0143,5734429.85,0.9038
2024-07-01,Asia Pacific,Fuel,Debit,3339192,40.87,0.0149,2033633.11,0.9083
2024-07-01,Asia Pacific,Fuel,Prepaid,826455,27.81,0.0146,335561.93,0.9014
2024-07-01,Latin America,Retail,Credit,2168806,85.78,0.0177,3293054.23,0.8681
2024-07-01,Latin America,Retail,Debit,1607466,43.06,0.0177,1225142.87,0.8754
2024-07-01,Latin America,Retail,Prepaid,380932,29.04,0.0176,194706.21,0.8646
2024-07-01,Latin America,Travel,Credit,2070617,82.98,0.0219,3762853.77,0.8763
2024-07-01,Latin America,Travel,Debit,1563382,42.41,0.0222,1471832.79,0.8719
2024-07-01,Latin America,Travel,Prepaid,415301,28.97,0.0218,262258.6,0.872
2024-07-01,Latin America,Dining,Credit,2236837,83.28,0.0197,3669714.83,0.872
2024-07-01,Latin America,Dining,Debit,1453067,40.4,0.0191,1121106.38,0.8666
2024-07-01,Latin America,Dining,Prepaid,388828,28.03,0.0197,214709.69,0.8686
2024-07-01,Latin America,Healthcare,Credit,2006509,82.33,0.0159,2626579.7,0.8724
2024-07-01,Latin America,Healthcare,Debit,1604651,44.1,0.0161,1139307.36,0.871
2024-07-01,Latin America,Healthcare,Prepaid,408921,27.48,0.0157,176428.53,0.8691
2024-07-01,Latin America,E-commerce,Credit,1977796,80.83,0.0238,3804861.65,0.8637
2024-07-01,Latin America,E-commerce,Debit,1634980,42.02,0.0247,1697050.61,0.8699
2024-07-01,Latin America,E-commerce,Prepaid,421704,28.95,0.0239,291796.21,0.8698
2024-07-01,Latin America,Fuel,Credit,1987699,87.22,0.0141,2444447.65,0.8664
2024-07-01,Latin America,Fuel,Debit,1500410,40.61,0.0145,883432.3,0.8693
2024-07-01,Latin America,Fuel,Prepaid,425493,28.14,0.0147,176003.79,0.8633
2024-07-01,Middle East & Africa,Retail,Credit,1249029,87.75,0.0183,2005674.08,0.8278
